Test,TestId,Type,Item,Message,Data,Path
BASEGAMEVER,2,"Unknown","","No applicable items found for test Base Game Version (BASEGAMEVER)",,"",
BLOCKSCAT,2,"Unknown","","No applicable items found for test Blocks Catalog (BLOCKSCAT)",,"",
CBFG,1,"Test success","","Beta Features completed successfully",,"",
CDWORLDDATA,2,"Unknown","","No applicable items found for test Custom Dimension World Data Validation (CDWORLDDATA)",,"",
CHECKFEATUREDEPRECATION,2,"Unknown","","No applicable items found for test Feature Deprecation (CHECKFEATUREDEPRECATION)",,"",
CHKMANIF,1,"Test success","","Manifest Validation completed successfully",,"",
COMJSON,1,"Test success","","Community JSON Schema Validation completed successfully",,"",
COMJSON,1110,"Info","","Entity type is not at a current format version",,"/AutoMiner_BP/entities/advanced_minecart.json",
COMJSON,1110,"Info","","Entity type is not at a current format version",,"/AutoMiner_BP/entities/auto_miner.behavior.json",
COMJSON,1121,"Info","","Block type is not at a current format version (is at 1.21.0)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/blocks/copper_rail.json",
COMJSON,1121,"Info","","Block type is not at a current format version (is at 1.21.0)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/blocks/diamond_rail.json",
COMJSON,1121,"Info","","Block type is not at a current format version (is at 1.21.0)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/blocks/emerald_rail.json",
COMJSON,1121,"Info","","Block type is not at a current format version (is at 1.21.0)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/blocks/golden_rail.json",
COMJSON,1121,"Info","","Block type is not at a current format version (is at 1.21.0)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/blocks/iron_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.20.80)",,"/AutoMiner_BP/items/advanced_minecart.item.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/auto_miner.item.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/copper_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/copper_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/diamond_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/diamond_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/emerald_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/gold_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/golden_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/iron_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/iron_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/AutoMiner_BP/items/stone_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.20.80)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/advanced_minecart.item.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/auto_miner.item.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/copper_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/copper_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/diamond_drill.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/diamond_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/emerald_rail.json",
COMJSON,1123,"Info","","Item type is not at a current format version (is at 1.21.30)",,"/Auto_Miner_1_0_2__v1.0.1.zip#/items/gold_drill.json",
